,weight,BNPL1,BNPL3,BNPL4_a,BNPL4_b,BNPL4_c,BNPL4_d,BNPL4_e,BNPL4_f,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h,I20,ppfs0596,ppeducat,ppage,ppagecat,ppethm,ppgender,ppinc7,ppemploy,ppmarit5,pphhsize,ppkid017,ppfs1482,SL6,B3,A6,C4A,EF1,L0C,I41_c,I41_e,A1_a,A1_b,A1_c,X12_a,X12_b,X12_c,X12_d,X12_e,X12_f,X12_g,EF5C,year
85,0.6807,No,,,,,,,,No,Yes,No,No,No,No,Yes,No,The same as your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),68,65-74,"White, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Divorced,3,0,Excellent,,Somewhat worse off,Very confident,Some of the time,No,,,,,,,,,,,,,,,2021
86,0.6049,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$500,000 - $999,999",Bachelor's degree or higher,65,65-74,"White, Non-Hispanic",Male,"$150,000 or more",Working part-time,Now married,2,0,Excellent,,About the same,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2021
87,1.1318,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,"$50,000 - $99,999",Bachelor's degree or higher,29,25-34,Hispanic,Male,"$100,000 to $149,999",Working part-time,Now married,2,0,Excellent,,Somewhat better off,Very confident,Once,Yes,,,,No,No,No,,,,,,,,,2021
88,0.913,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,,High school graduate (high school diploma or the equivalent GED),85,75+,"White, Non-Hispanic",Female,"$100,000 to $149,999",Not working,Now married,1,0,Don’t know,,About the same,Very confident,Once,Yes,,,,,,,,,,,,,,,2021
89,0.8485,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,The same as your income,"$50,000 - $99,999",Bachelor's degree or higher,53,45-54,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Now married,4,0,Good,,About the same,Very confident,Most or all of the time,Yes,,,,,,,,,,,,,,,2021
90,0.7613,No,,,,,,,,No,Yes,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,51,45-54,"White, Non-Hispanic",Female,"$75,000 to $99,999",Working full-time,Now married,4,2,Excellent,,Much better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,2,No,No,,,,,,,,,,,,2021
91,1.4695,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,The same as your income,"$500,000 - $999,999",High school graduate (high school diploma or the equivalent GED),85,75+,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Widowed,4,2,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2021
92,0.7176,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,"$250,000 - $499,999",Bachelor's degree or higher,57,55-64,"White, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,4,2,Fair,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,1,No,No,,,,,,,,,,,,2021
93,1.5804,No,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,More than your income,"$250,000 - $499,999",Some college or Associate's degree,51,45-54,"Other, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,5,1,Good,,About the same,Somewhat confident,Most or all of the time,No,1,No,No,No,No,No,,,,,,,,,2021
94,1.483,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),44,35-44,"White, Non-Hispanic",Male,"$50,000 to $74,999",Working full-time,Never married,3,0,Excellent,,About the same,Very confident,Most or all of the time,No,2,No,Yes,,,,,,,,,,,,2021
95,0.8362,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",High school graduate (high school diploma or the equivalent GED),66,65-74,"White, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,2,0,Excellent,,About the same,Somewhat confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
96,0.4681,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$250,000 - $499,999",Bachelor's degree or higher,73,65-74,"Black, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,2,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
97,0.6573,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,58,55-64,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,1,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
98,0.424,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$250,000 - $499,999",Bachelor's degree or higher,81,75+,"White, Non-Hispanic",Male,"$100,000 to $149,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
99,0.6096,No,,,,,,,,No,Yes,No,No,No,No,No,No,More than your income,"Under $50,000",Some college or Associate's degree,52,45-54,"White, Non-Hispanic",Male,"$25,000 to $49,999",Working full-time,Now married,2,0,Good,,About the same,Don’t know,Most or all of the time,Yes,,,,,,,,,,,,,,,2021
100,0.7626,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,71,65-74,"Other, Non-Hispanic",Female,"$25,000 to $49,999",Working part-time,Never married,1,0,Excellent,,Somewhat better off,Somewhat confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
101,0.8297,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"Under $50,000",No high school diploma or GED,78,75+,"White, Non-Hispanic",Female,"$10,000 to $24,999",Not working,Divorced,1,0,Good,,About the same,Somewhat confident,Once,No,,,,,,,,,,,,,,,2021
102,0.9753,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,72,65-74,"White, Non-Hispanic",Female,"$150,000 or more",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
103,0.6477,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$50,000 - $99,999",Bachelor's degree or higher,31,25-34,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,3,1,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,2,No,No,Yes,No,No,,,,,,,,,2021
104,0.8462,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,61,55-64,"White, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Now married,2,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2021
105,0.8349,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,"$250,000 - $499,999",Some college or Associate's degree,71,65-74,"White, Non-Hispanic",Female,"$100,000 to $149,999",Not working,Now married,1,0,Excellent,,Somewhat worse off,Somewhat confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2021
106,0.7061,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),65,65-74,"White, Non-Hispanic",Female,"$25,000 to $49,999",Working full-time,Divorced,2,0,Good,,About the same,Somewhat confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
107,0.878,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,44,35-44,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,5,3,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,3,No,No,No,No,No,,,,,,,,,2021
108,1.1395,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),57,55-64,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working part-time,Now married,3,0,Good,,Somewhat better off,Very confident,Most or all of the time,Yes,,,,No,No,No,,,,,,,,,2021
109,1.0168,No,,,,,,,,No,Yes,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,45,45-54,"Black, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Divorced,3,0,Good,,About the same,Somewhat confident,Once,Yes,,,,No,Yes,Yes,,,,,,,,,2021
110,0.6573,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$1,000,000 or more",Bachelor's degree or higher,45,45-54,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,2,0,Excellent,,Somewhat better off,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2021
111,1.483,No,,,,,,,,No,No,No,No,No,No,No,Yes,More than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),33,25-34,"White, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Never married,9,4,Good,,About the same,Not confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2021
112,1.1176,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,50,45-54,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,4,1,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,1,No,No,,,,,,,,,,,,2021
113,0.7158,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,"$1,000,000 or more",Bachelor's degree or higher,49,45-54,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,4,1,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,1,No,No,No,No,No,,,,,,,,,2021
114,0.6489,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,56,55-64,"White, Non-Hispanic",Female,"$50,000 to $74,999",Working part-time,Never married,2,1,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,1,No,No,No,No,No,,,,,,,,,2021
115,0.5258,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,75,75+,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Widowed,1,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
116,0.5907,No,,,,,,,,No,No,No,No,No,No,No,Yes,More than your income,"Under $50,000",Some college or Associate's degree,58,55-64,"White, Non-Hispanic",Male,"$10,000 to $24,999",Working part-time,Now married,2,0,Fair,,About the same,Not confident,,No,,,,,,,,,,,,,,,2021
117,0.3805,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"$500,000 - $999,999",Bachelor's degree or higher,86,75+,"White, Non-Hispanic",Male,"$75,000 to $99,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2021
118,0.3906,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,82,75+,"White, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,3,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2021
119,1.2601,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Some college or Associate's degree,56,55-64,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Divorced,1,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
120,0.8955,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,"$250,000 - $499,999",Bachelor's degree or higher,63,55-64,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Divorced,3,0,Excellent,,Somewhat worse off,Somewhat confident,Most or all of the time,Yes,,,,,,,,,,,,,,,2021
121,0.4618,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$100,000 - $249,999",Bachelor's degree or higher,64,55-64,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,2,0,Excellent,,About the same,Very confident,Most or all of the time,Yes,,,,No,No,No,,,,,,,,,2021
122,0.3552,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"Under $50,000",Bachelor's degree or higher,85,75+,"White, Non-Hispanic",Male,"$25,000 to $49,999",Not working,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Some of the time,Yes,,,,No,Yes,No,,,,,,,,,2021
123,0.7647,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",High school graduate (high school diploma or the equivalent GED),79,75+,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Widowed,1,0,Excellent,,About the same,Very confident,Most or all of the time,Yes,,,,,,,,,,,,,,,2021
124,0.6546,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,"$50,000 - $99,999",Some college or Associate's degree,64,55-64,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,3,0,Good,,About the same,Very confident,Most or all of the time,No,,,,No,No,No,,,,,,,,,2021
125,0.6135,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,70,65-74,"White, Non-Hispanic",Male,"$50,000 to $74,999",Working part-time,Now married,3,0,Fair,,About the same,Very confident,Most or all of the time,No,,,,,,,,,,,,,,,2021
126,1.091,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,The same as your income,"$50,000 - $99,999",Bachelor's degree or higher,28,25-34,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Never married,2,0,Excellent,No,Much better off,Somewhat confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2021
127,2.1142,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,27,25-34,"Other, Non-Hispanic",Male,"$150,000 or more",Working full-time,Never married,3,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
128,0.8585,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Some college or Associate's degree,56,55-64,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working part-time,Now married,3,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2021
129,0.5585,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,64,55-64,"White, Non-Hispanic",Male,"$150,000 or more",Working part-time,Never married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2021
130,1.0392,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Some college or Associate's degree,73,65-74,"White, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Now married,2,0,Excellent,,Somewhat better off,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2021
131,0.4681,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$250,000 - $499,999",Bachelor's degree or higher,76,75+,"Black, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,2,0,Excellent,,Somewhat worse off,Somewhat confident,Some of the time,Yes,,,,No,No,No,,,,,,,,,2021
132,1.1176,Yes,No,,,,No,No,No,Yes,No,No,No,No,No,No,No,More than your income,"$1,000,000 or more",Bachelor's degree or higher,51,45-54,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
133,0.6678,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,"$250,000 - $499,999",Some college or Associate's degree,55,55-64,"2+ Races, Non-Hispanic",Female,"$150,000 or more",Working full-time,Divorced,2,0,Excellent,,About the same,Very confident,Most or all of the time,No,,,,,,,,,,,,,,,2021
134,0.7613,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,57,55-64,"White, Non-Hispanic",Female,"$75,000 to $99,999",Working full-time,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
135,0.6798,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,74,65-74,"White, Non-Hispanic",Female,"$100,000 to $149,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2021
136,1.5664,No,,,,,,,,No,No,Yes,No,No,Yes,No,No,The same as your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),56,55-64,"Black, Non-Hispanic",Male,"$50,000 to $74,999",Working full-time,Now married,2,0,Good,,About the same,Somewhat confident,Once,No,,,,,,,,,,,,,,,2021
137,0.7073,No,,,,,,,,No,Yes,No,No,No,No,No,No,Less than your income,"$50,000 - $99,999",Some college or Associate's degree,59,55-64,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,2,0,Good,,About the same,Very confident,Most or all of the time,Yes,,,,Yes,Yes,Yes,,,,,,,,,2021
138,0.7647,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,High school graduate (high school diploma or the equivalent GED),69,65-74,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Now married,1,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
139,1.743,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"$100,000 - $249,999",Bachelor's degree or higher,42,35-44,"Black, Non-Hispanic",Female,"$150,000 or more",Working full-time,Never married,1,0,Excellent,,Somewhat better off,Very confident,Some of the time,Yes,,,,No,No,No,,,,,,,,,2021
140,1.613,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"Under $50,000",Bachelor's degree or higher,29,25-34,"Black, Non-Hispanic",Male,"$150,000 or more",Working full-time,Never married,1,0,Fair,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2021
